CacheEntryPosition,BatchKeyPath,ProgramName,BatchValueName,ModifiedTime
108,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\mspaint.exe,AppCompatCache,2009-07-14 01:39:24.2110000
109,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\SnippingTool.exe,AppCompatCache,2009-07-14 01:39:41.7450000
110,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\StikyNot.exe,AppCompatCache,2009-07-14 01:39:46.4090000
111,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\calc.exe,AppCompatCache,2009-07-14 01:38:57.7690000
112,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\displayswitch.exe,AppCompatCache,2009-07-14 01:39:06.7700000
113,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\WINDOWS\SYSTEM32\RUNDLL32.EXE,AppCompatCache,2009-07-14 01:39:31.4330000
114,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Windows Media Player\wmplayer.exe,AppCompatCache,2010-11-21 03:25:10.5842334
115,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\pyshellext.amd64.dll,AppCompatCache,2018-06-26 20:10:16.0000000
116,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\dist\try2.exe,AppCompatCache,2025-03-09 13:48:39.1088114
117,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\NOTEPAD.EXE,AppCompatCache,2009-07-14 01:39:25.4900000
118,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\winsat.exe,AppCompatCache,2010-11-21 03:24:35.7337722
119,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\dist\try2.exe,AppCompatCache,2025-03-09 12:49:31.1014941
120,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Programs\Python\Python37\Scripts\pip.exe,AppCompatCache,2025-03-09 12:37:28.9783491
121,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Documents\dist\try2.exe,AppCompatCache,2025-03-09 12:49:31.1014941
122,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\DfsShlEx.dll,AppCompatCache,2009-07-14 01:40:28.6060000
123,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\rshx32.dll,AppCompatCache,2009-07-14 01:41:53.8590000
124,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\taskmgr.exe,AppCompatCache,2010-11-21 03:24:24.0649517
125,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\try2.exe,AppCompatCache,2025-03-09 12:34:07.6181281
126,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Temp\{7752FC50-35AA-4DB8-A7CA-9A3C2F5B02FF}\.be\python-3.7.0-amd64.exe,AppCompatCache,2025-03-09 12:36:40.6585854
127,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\shdocvw.dll,AppCompatCache,2010-11-21 03:24:07.4821225
128,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Temp\{6D3DA8EF-305B-4265-8075-0758A784243B}\.cr\python-3.7.0-amd64.exe,AppCompatCache,2025-03-09 12:36:33.8681970
129,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\python-3.7.0-amd64.exe,AppCompatCache,2025-03-09 12:18:10.8413287
130,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\powercfg.exe,AppCompatCache,2009-07-14 01:39:27.0810000
131,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\aitagent.EXE,AppCompatCache,2010-11-21 03:24:08.9641251
132,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\defrag.exe,AppCompatCache,2009-07-14 01:39:02.9480000
133,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\noice\try2.exe,AppCompatCache,2025-03-09 11:52:13.8002685
134,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\bfsvc.exe,AppCompatCache,2010-11-21 03:24:22.8481495
135,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\AdapterTroubleshooter.exe,AppCompatCache,2009-07-14 01:38:55.0550000
136,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\HelpPane.exe,AppCompatCache,2009-07-14 01:39:12.1830000
137,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\fveupdate.exe,AppCompatCache,2009-07-14 01:39:10.9820000
138,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\hh.exe,AppCompatCache,2009-07-14 01:39:12.1830000
139,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\ieframe.dll,AppCompatCache,2010-11-21 03:24:42.8317846
140,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\tquery.dll,AppCompatCache,2010-11-21 03:25:09.1022308
141,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,A:\STOREPWD.EXE,AppCompatCache,2025-02-04 08:54:20.0000000
142,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,A:\UPGRADER.EXE,AppCompatCache,2025-02-04 08:54:20.0000000
143,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,D:\setup.exe,AppCompatCache,2011-04-12 09:38:58.0000000
144,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\mf.dll,AppCompatCache,2010-11-21 03:24:52.8002021
145,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\PhotoMetadataHandler.dll,AppCompatCache,2009-07-14 01:41:53.3910000
146,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\DeviceDisplayObjectProvider.exe,AppCompatCache,2009-07-14 01:39:02.9790000
147,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\mobsync.exe,AppCompatCache,2010-11-21 03:24:51.4585998
148,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,c:\program files\windows defender\MpCmdRun.exe,AppCompatCache,2009-07-14 01:39:20.3420000
149,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files\AccessData\FTK Imager\ADIso.exe,AppCompatCache,2022-01-19 01:02:00.0000000
150,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\vds.exe,AppCompatCache,2010-11-21 03:23:51.1956939
151,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\vdsldr.exe,AppCompatCache,2009-07-14 01:39:49.7470000
152,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\dmdskmgr.dll,AppCompatCache,2009-07-14 01:40:31.2430000
153,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\mmc.exe,AppCompatCache,2009-07-14 01:39:19.9050000
154,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\$Recycle.Bin\S-1-5-21-3271601533-2962133082-2800808169-1000\$RDAWPRJ.exe,AppCompatCache,2025-01-07 09:51:00.6815349
155,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\Tool\FTK Imager\ADIso.exe,AppCompatCache,2025-01-07 09:51:02.0782320
156,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\magnify.exe,AppCompatCache,2009-07-14 01:39:16.6600000
157,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\diskcopy.dll,AppCompatCache,2009-07-14 01:40:31.1330000
158,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\cmd.exe,AppCompatCache,2010-11-21 03:24:03.3325153
159,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\cmd.exe,AppCompatCache,2010-11-21 03:24:03.3325153
160,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\mstsc.exe,AppCompatCache,2010-11-21 03:23:56.5309033
161,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Temp\{2C57B766-F447-4844-9312-939AE5D9E815}\AccessData_FTK_Imager_4.7.1.exe,AppCompatCache,2025-02-04 12:17:31.7928449
162,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\Tool\AccessData_FTK_Imager_4.7.1.exe,AppCompatCache,2025-02-04 12:17:31.7928449
163,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\Tool\FTK Imager\FTK Imager.exe,AppCompatCache,2025-01-07 09:51:02.9397881
164,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Windows Media Player\setup_wm.exe,AppCompatCache,2010-11-21 03:25:10.5218333
165,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\ieframe.dll,AppCompatCache,2010-11-21 03:25:08.3846295
166,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\SndVol.exe,AppCompatCache,2010-11-21 03:23:53.2236975
167,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\Tool\MagnetRAMCapture_v120.exe,AppCompatCache,2025-01-07 09:51:00.9132336
168,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\Tool\FTK Imager\adencrypt_gui.exe,AppCompatCache,2025-01-07 09:51:01.7594596
169,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\ipconfig.exe,AppCompatCache,2009-07-14 01:39:13.5400000
170,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\Desktop\Tool\EncryptedDiskHunter_v1.10.exe,AppCompatCache,2025-01-07 09:51:00.6815349
171,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\AdmTmpl.dll,AppCompatCache,2010-11-21 03:24:41.5837824
172,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\ieaksie.dll,AppCompatCache,2009-07-14 01:41:05.9210000
173,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\ipsecsnp.dll,AppCompatCache,2009-07-14 01:41:10.4290000
174,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\napdsnap.dll,AppCompatCache,2010-11-21 03:24:01.6789123
175,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\gpedit.dll,AppCompatCache,2009-07-14 01:40:57.3410000
176,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\wsecedit.dll,AppCompatCache,2009-07-14 01:41:58.0860000
177,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\certmgr.dll,AppCompatCache,2010-11-21 03:24:24.3457522
178,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\wlangpui.dll,AppCompatCache,2010-11-21 03:23:54.0348989
179,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\AuthFWGP.dll,AppCompatCache,2009-07-14 01:40:04.4110000
180,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\dot3gpui.dll,AppCompatCache,2009-07-14 01:40:32.6780000
181,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\ExplorerFrame.dll,AppCompatCache,2010-11-21 03:24:09.6193263
182,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\FirewallControlPanel.dll,AppCompatCache,2010-11-21 03:24:26.6857563
183,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files\DVD Maker\DVDMaker.exe,AppCompatCache,2009-07-14 01:39:08.5020000
184,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\ehome\ehshell.exe,AppCompatCache,2009-07-14 01:39:09.1730000
185,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files\Internet Explorer\iexplore.exe,AppCompatCache,2010-11-21 03:24:43.0345850
186,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\control.exe,AppCompatCache,2009-07-14 01:39:01.8410000
187,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files\Windows Sidebar\sidebar.exe,AppCompatCache,2010-11-21 03:24:51.5365999
188,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\remotepg.dll,AppCompatCache,2010-11-21 03:24:24.9073531
189,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\SystemPropertiesComputerName.exe,AppCompatCache,2009-07-14 01:39:47.0950000
190,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\ie4uinit.exe,AppCompatCache,2010-11-21 03:25:08.0102289
191,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\msinfo32.exe,AppCompatCache,2010-11-21 03:23:51.1176938
192,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\msconfig.exe,AppCompatCache,2010-11-21 03:24:16.8889391
193,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\sbe.dll,AppCompatCache,2010-11-21 03:24:51.3649996
194,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files\Common Files\System\wab32.dll,AppCompatCache,2009-07-14 01:41:56.2140000
195,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\SystemPropertiesRemote.exe,AppCompatCache,2009-07-14 01:39:47.1730000
196,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\msra.exe,AppCompatCache,2009-07-14 01:39:24.3670000
197,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\verclsid.exe,AppCompatCache,2009-07-14 01:39:49.8100000
198,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\recdisc.exe,AppCompatCache,2010-11-21 03:25:06.4190261
199,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\mctadmin.exe,AppCompatCache,2009-07-14 01:39:17.3780000
200,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\ie4uinit.exe,AppCompatCache,2009-07-14 01:39:12.4640000
201,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\regsvr32.exe,AppCompatCache,2009-07-14 01:39:29.7330000
202,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\unregmp2.exe,AppCompatCache,2009-07-14 01:39:48.8110000
203,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files\Windows Mail\WinMail.exe,AppCompatCache,2009-07-14 01:39:53.0230000
204,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\rundll32.exe,AppCompatCache,2009-07-14 01:14:31.7050000
205,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Windows Mail\WinMail.exe,AppCompatCache,2009-07-14 01:14:45.6050000
206,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\net1.exe,AppCompatCache,2010-11-21 03:24:07.5757227
207,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\net.exe,AppCompatCache,2009-07-14 01:39:25.0840000
208,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Temp\storePwd.exe,AppCompatCache,2025-02-04 08:54:20.0000000
209,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Users\mrkdqp\AppData\Local\Temp\unattend.cmd,AppCompatCache,2025-02-04 08:54:20.0000000
210,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\runonce.exe,AppCompatCache,2010-11-21 03:24:27.1849571
211,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\mcbuilder.exe,AppCompatCache,2010-11-21 03:24:26.2801556
212,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\oobe\msoobe.exe,AppCompatCache,2010-11-21 03:23:52.3968960
213,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\oobe\oobeldr.exe,AppCompatCache,2009-07-14 01:39:26.3170000
214,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\system32\oobe\windeploy.exe,AppCompatCache,2010-11-21 03:24:24.6265527
215,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\WINDOWS\SYSTEM32\SETUPUGC.EXE,AppCompatCache,2009-07-14 01:39:39.1080000
216,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\WinSxS\amd64_netfx-clrgc_b03f5f7f11d50a3a_6.1.7601.17514_none_ad7a390fa131c970\clrgc.exe,AppCompatCache,2010-11-21 03:24:15.4693366
217,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet002\Control\Session Manager\AppCompatCache,C:\Windows\System32\netsh.exe,AppCompatCache,2009-07-14 01:39:25.2090000
